technical_match_ratio,technical_partial_ratio,technical_missing_ratio,mandatory_requirement_compliance,document_completeness,required_documents_present,required_documents_missing,evidence_coverage,specification_match_score,specification_conflict_count,experience_years,relevant_experience_score,delivery_days,delivery_compliance,quoted_price,price_score,standards_coverage,high_risk_requirement_count,missing_evidence_count,conflict_count,compliance_class
0.739,0.234,0.028,1,0.848,4,1,0.756,73.9,0,4,42,10,1,26174.14,47.7,0.694,1,2,0,3
0.823,0.17,0.006,1,0.675,3,2,0.632,82.3,0,6,78,74,1,36966.24,26.1,0.854,0,3,2,3
0.626,0.312,0.062,1,0.611,3,2,0.599,62.6,0,6,77,81,1,34983.82,30.0,0.557,1,4,2,2
0.823,0.05,0.127,1,0.861,4,1,0.834,82.3,1,5,54,39,1,22974.89,54.1,0.825,0,1,3,3
0.162,0.071,0.767,0,0.299,1,4,0.288,16.2,11,1,22,62,0,14237.53,71.5,0.062,4,7,13,0
0.731,0.14,0.128,1,0.884,4,1,0.858,73.1,1,8,72,71,1,34854.34,30.3,0.565,1,1,3,3
0.88,0.003,0.117,1,0.727,3,2,0.636,88.0,1,13,100,19,1,19012.17,62.0,0.8,0,3,1,3
0.86,0.046,0.094,1,0.672,3,2,0.575,86.0,1,11,100,83,1,13380.72,73.2,0.755,0,4,1,3
0.634,0.242,0.124,1,0.509,2,3,0.48,63.4,1,14,100,17,1,14723.21,70.6,0.481,1,5,3,2
0.617,0.061,0.321,1,0.441,2,3,0.354,61.7,4,3,48,61,0,24601.07,50.8,0.629,1,6,6,1
0.736,0.262,0.001,1,0.771,3,2,0.705,73.6,0,4,44,35,1,29355.55,41.3,0.718,1,2,2,2
0.875,0.114,0.011,1,0.919,4,1,0.85,87.5,0,13,100,63,1,48584.37,2.8,0.895,0,1,1,3
0.69,0.0,0.318,1,0.612,3,2,0.58,69.0,4,1,18,84,0,25685.38,48.6,0.635,1,4,5,1
0.97,0.0,0.04,1,0.965,4,1,0.846,97.0,0,10,92,88,1,19964.74,60.1,0.978,0,1,1,3
0.683,0.0,0.333,1,0.732,3,2,0.709,68.3,4,4,44,57,0,34028.11,31.9,0.54,1,2,4,2
0.759,0.223,0.018,1,0.803,4,1,0.803,75.9,0,4,48,59,1,32230.64,35.5,0.65,1,1,2,2
0.605,0.259,0.136,1,0.581,2,3,0.564,60.5,2,4,30,25,1,25451.27,49.1,0.433,1,4,2,2
0.29,0.339,0.371,0,0.233,1,4,0.212,29.0,5,2,29,28,1,11965.02,76.1,0.209,3,7,7,0
0.404,0.273,0.323,0,0.543,2,3,0.47,40.4,4,0,15,41,0,19639.07,60.7,0.307,2,5,4,0
0.892,0.067,0.041,1,0.972,4,1,0.966,89.2,0,3,38,84,1,23795.95,52.4,0.969,0,0,0,3
0.996,0.0,0.04,1,0.8,4,1,0.686,99.6,0,11,100,11,1,22659.43,54.7,0.947,0,3,0,3
0.923,0.03,0.046,1,0.923,4,1,0.903,92.3,0,8,85,60,1,47074.45,5.9,0.84,0,0,2,3
0.565,0.036,0.399,0,0.725,3,2,0.581,56.5,5,1,5,9,1,28933.54,42.1,0.38,2,4,5,0
0.353,0.315,0.332,0,0.243,1,4,0.208,35.3,4,0,11,70,0,10440.06,79.1,0.226,3,7,6,0
0.654,0.01,0.336,1,0.589,2,3,0.554,65.4,5,0,-4,60,0,29611.54,40.8,0.678,1,4,7,1
0.598,0.24,0.162,1,0.72,3,2,0.695,59.8,2,4,48,63,0,12493.09,75.0,0.621,2,3,4,2
0.643,0.217,0.14,1,0.617,3,2,0.567,64.3,2,10,100,26,1,34194.68,31.6,0.478,1,4,4,2
0.867,0.002,0.131,1,0.872,4,1,0.842,86.7,1,12,100,36,1,16333.71,67.3,0.913,0,1,2,3
0.322,0.333,0.345,1,0.506,2,3,0.431,32.2,5,2,31,68,0,13149.45,73.7,0.19,3,5,6,1
0.856,0.122,0.022,1,1.0,5,0,0.935,85.6,0,11,100,32,1,24258.07,51.5,0.676,0,0,0,3
0.583,0.1,0.317,0,0.651,3,2,0.554,58.3,4,1,14,46,0,33538.41,32.9,0.669,2,4,4,0
0.794,0.075,0.13,1,0.846,4,1,0.843,79.4,1,10,100,81,1,26878.74,46.2,0.667,1,1,3,3
0.807,0.157,0.036,1,0.708,3,2,0.7,80.7,0,6,70,18,1,29120.07,41.8,0.897,0,2,0,3
0.53,0.19,0.28,0,0.402,2,3,0.366,53.0,4,1,14,76,0,12252.58,75.5,0.597,2,6,6,0
0.396,0.155,0.449,0,0.198,0,5,0.175,39.6,6,4,47,77,0,17550.76,64.9,0.411,3,8,7,0
0.882,0.104,0.014,1,0.867,4,1,0.78,88.2,0,3,20,84,1,26681.49,46.6,0.876,0,2,2,3
0.191,0.331,0.478,0,0.36,1,4,0.322,19.1,7,1,2,63,0,17309.72,65.4,0.225,4,6,7,0
0.486,0.245,0.269,1,0.544,2,3,0.51,48.6,4,2,36,64,0,30323.82,39.4,0.435,2,4,5,1
0.62,0.277,0.102,0,0.521,2,3,0.453,62.0,1,3,26,56,1,10716.15,78.6,0.605,1,5,2,0
0.9,0.065,0.035,1,0.787,3,2,0.75,90.0,0,8,87,25,1,16183.76,67.6,0.834,0,2,1,3
0.164,0.065,0.771,0,0.358,1,4,0.291,16.4,11,1,9,76,0,6944.76,86.1,0.233,4,7,13,0
0.661,0.111,0.229,1,0.616,3,2,0.598,66.1,3,2,17,69,0,29154.31,41.7,0.555,1,4,5,1
0.607,0.255,0.138,1,0.803,4,1,0.764,60.7,2,9,100,41,1,18949.2,62.1,0.672,1,2,4,2
0.683,0.317,0.0,1,0.812,4,1,0.67,68.3,0,7,87,10,1,26302.77,47.4,0.741,1,3,2,2
0.629,0.312,0.058,0,0.788,3,2,0.714,62.9,0,7,82,44,1,15686.45,68.6,0.507,1,2,0,1
0.877,0.112,0.01,1,0.703,3,2,0.574,87.7,0,12,100,78,1,40416.34,19.2,0.882,0,4,2,3
0.302,0.037,0.661,0,0.133,0,5,0.107,30.2,9,1,26,30,1,12193.16,75.6,0.176,3,8,10,0
0.875,0.109,0.016,1,1.0,5,0,0.803,87.5,0,5,64,74,1,26575.72,46.8,0.958,0,1,0,3
0.794,0.135,0.071,0,0.891,4,1,0.777,79.4,1,10,99,35,1,18258.19,63.5,0.648,1,2,1,1
0.641,0.329,0.03,1,0.605,3,2,0.522,64.1,0,7,88,65,1,27625.68,44.7,0.735,1,4,2,1
0.621,0.362,0.018,1,0.673,3,2,0.652,62.1,0,7,75,78,1,11213.15,77.6,0.477,1,3,2,2
0.464,0.4,0.135,0,0.443,2,3,0.384,46.4,2,0,16,16,1,19823.62,60.4,0.551,2,6,4,0
0.797,0.179,0.025,1,0.782,3,2,0.687,79.7,0,7,79,67,1,27626.92,44.7,0.85,1,3,0,3
0.327,0.303,0.369,0,0.251,1,4,0.215,32.7,5,3,35,82,0,33098.87,33.8,0.176,3,7,7,0
0.484,0.33,0.186,0,0.295,1,4,0.294,48.4,2,4,40,37,0,18997.7,62.0,0.423,2,7,4,0
0.523,0.125,0.353,0,0.336,1,4,0.285,52.3,5,1,17,69,0,24896.65,50.2,0.601,2,7,5,0
0.859,0.129,0.012,1,0.914,4,1,0.801,85.9,0,6,60,15,1,36627.14,26.7,0.742,0,1,0,3
0.977,0.0,0.049,1,1.0,5,0,0.937,97.7,0,14,100,61,1,21623.24,56.8,0.863,0,0,1,3
0.669,0.074,0.257,1,0.513,2,3,0.438,66.9,3,1,27,65,0,14939.93,70.1,0.508,1,5,5,1
0.737,0.18,0.083,1,0.857,4,1,0.82,73.7,1,10,98,55,1,29802.64,40.4,0.758,1,1,3,3
0.483,0.362,0.155,0,0.491,2,3,0.398,48.3,2,2,20,64,0,19614.59,60.8,0.404,2,6,3,0
0.947,0.052,0.001,1,1.0,5,0,0.89,94.7,0,7,82,89,1,40610.19,18.8,0.996,0,1,2,3
0.712,0.267,0.021,1,0.697,3,2,0.636,71.2,0,7,63,53,1,29925.64,40.1,0.744,1,3,2,3
0.884,0.068,0.048,1,0.699,3,2,0.663,88.4,0,8,95,33,1,33675.61,32.6,0.785,0,3,0,3
0.891,0.089,0.02,1,0.707,3,2,0.617,89.1,0,11,100,10,1,20759.7,58.5,0.841,0,3,1,3
0.593,0.198,0.209,0,0.526,2,3,0.48,59.3,3,3,31,52,0,28413.95,43.2,0.631,2,5,5,0
0.608,0.265,0.127,1,0.673,3,2,0.607,60.8,1,7,88,29,1,25659.69,48.7,0.623,1,3,1,2
0.286,0.198,0.516,0,0.211,1,4,0.171,28.6,7,0,9,31,0,15249.99,69.5,0.244,3,8,9,0
0.147,0.447,0.405,0,0.041,0,5,0.034,14.7,6,3,41,25,1,8515.57,83.0,0.066,4,9,6,0
0.912,0.086,0.002,1,0.875,4,1,0.773,91.2,0,13,100,55,1,37247.79,25.5,0.926,0,2,1,3
0.671,0.198,0.131,1,0.768,3,2,0.767,67.1,1,13,100,33,1,13778.35,72.4,0.62,1,2,2,3
0.636,0.036,0.329,1,0.835,4,1,0.711,63.6,4,3,42,13,1,34072.64,31.9,0.716,1,2,4,2
0.175,0.16,0.664,1,0.289,1,4,0.265,17.5,9,1,5,49,0,5834.1,88.3,0.23,4,7,9,0
0.155,0.503,0.343,0,0.068,0,5,0.066,15.5,5,4,44,83,0,5952.85,88.1,0.037,4,9,5,0
0.673,0.252,0.076,1,0.625,3,2,0.517,67.3,1,5,52,78,1,30032.81,39.9,0.709,1,4,1,2
0.66,0.253,0.087,1,0.859,4,1,0.692,66.0,1,3,40,29,1,30539.71,38.9,0.713,1,3,3,2
0.865,0.131,0.004,1,0.688,3,2,0.667,86.5,0,11,100,10,1,26888.67,46.2,0.779,0,3,0,3
0.309,0.236,0.455,0,0.407,2,3,0.352,30.9,6,2,17,56,0,16660.6,66.7,0.284,3,6,8,0
0.777,0.221,0.002,1,0.795,3,2,0.774,77.7,0,11,100,66,1,20393.86,59.2,0.712,1,2,1,3
0.825,0.144,0.031,1,1.0,5,0,0.919,82.5,0,14,100,72,1,29040.78,41.9,0.795,0,0,2,3
0.673,0.258,0.069,1,0.544,2,3,0.53,67.3,1,12,100,10,1,24209.07,51.6,0.489,1,4,3,2
0.514,0.259,0.227,0,0.676,3,2,0.565,51.4,3,0,1,88,0,13270.76,73.5,0.355,2,4,5,0
0.957,0.001,0.042,1,0.868,4,1,0.775,95.7,0,10,98,19,1,48221.23,3.6,0.936,0,2,2,3
0.446,0.193,0.362,0,0.333,1,4,0.29,44.6,5,1,7,34,0,15879.26,68.2,0.375,2,7,5,0
0.658,0.302,0.04,1,0.707,3,2,0.628,65.8,0,12,100,39,1,34451.68,31.1,0.717,1,3,1,3
0.701,0.197,0.102,1,0.702,3,2,0.681,70.1,1,3,40,83,1,17040.09,65.9,0.605,1,3,1,2
0.874,0.124,0.002,1,0.853,4,1,0.775,87.4,0,10,91,55,1,25234.16,49.5,0.934,0,2,0,3
0.258,0.0,0.798,0,0.17,0,5,0.169,25.8,11,3,47,14,1,8594.78,82.8,0.338,3,8,11,0
0.863,0.117,0.02,1,0.76,3,2,0.743,86.3,0,12,100,36,1,37978.66,24.0,0.713,0,2,1,3
0.716,0.231,0.054,0,0.837,4,1,0.819,71.6,0,12,100,72,1,23719.81,52.6,0.596,1,1,2,1
0.804,0.093,0.102,1,0.608,3,2,0.513,80.4,1,12,100,58,1,27301.69,45.4,0.665,0,4,1,3
0.756,0.13,0.114,1,0.939,4,1,0.762,75.6,1,4,58,69,1,11252.68,77.5,0.709,1,2,2,3
0.856,0.133,0.011,1,1.0,5,0,0.914,85.6,0,5,66,17,1,49958.91,0.1,0.715,0,0,2,3
0.866,0.021,0.113,1,0.67,3,2,0.654,86.6,1,10,97,19,1,21016.34,58.0,0.864,0,3,1,3
0.879,0.09,0.031,1,1.0,5,0,0.966,87.9,0,5,41,10,1,32079.31,35.8,0.896,0,0,0,3
0.841,0.123,0.036,1,0.756,3,2,0.709,84.1,0,13,100,38,1,17611.67,64.8,0.745,0,2,1,3
0.747,0.14,0.113,1,0.582,2,3,0.551,74.7,1,7,71,40,1,13893.74,72.2,0.596,1,4,2,2
0.489,0.111,0.399,1,0.58,2,3,0.544,48.9,5,3,32,78,0,27507.64,45.0,0.589,2,4,7,1
0.876,0.089,0.034,1,0.916,4,1,0.742,87.6,0,7,61,12,1,27979.19,44.0,0.9,0,2,0,3
0.687,0.194,0.12,1,0.797,3,2,0.721,68.7,1,13,100,34,1,17243.99,65.5,0.542,1,2,2,3
0.796,0.142,0.062,1,0.96,4,1,0.866,79.6,0,11,100,39,1,31769.55,36.5,0.691,1,1,0,3
0.351,0.163,0.486,0,0.511,2,3,0.45,35.1,7,0,0,84,0,11467.77,77.1,0.269,3,5,8,0
0.71,0.251,0.039,0,0.793,3,2,0.693,71.0,0,9,100,43,1,22236.67,55.5,0.776,1,3,0,1
0.527,0.371,0.101,0,0.41,2,3,0.382,52.7,1,0,10,76,0,23431.31,53.1,0.333,2,6,1,0
0.852,0.117,0.031,1,1.0,5,0,0.819,85.2,0,8,91,37,1,36990.11,26.0,0.947,0,1,1,3
0.689,0.0,0.384,0,0.882,4,1,0.712,68.9,5,1,13,62,0,21665.34,56.7,0.59,1,2,7,0
0.885,0.095,0.02,1,0.871,4,1,0.71,88.5,0,8,97,49,1,28588.4,42.8,0.823,0,2,0,3
0.729,0.202,0.069,1,0.793,3,2,0.708,72.9,1,14,100,86,1,20915.78,58.2,0.61,1,2,1,3
0.021,0.295,0.684,0,0.021,0,5,0.018,2.1,10,4,45,41,0,11334.88,77.3,0.0,4,9,10,0
0.365,0.415,0.22,0,0.376,1,4,0.364,36.5,3,1,4,31,0,12017.62,76.0,0.46,3,6,4,0
0.337,0.388,0.276,1,0.334,1,4,0.288,33.7,4,2,39,27,1,20653.66,58.7,0.239,3,7,5,1
0.44,0.329,0.231,0,0.437,2,3,0.372,44.0,3,1,22,84,0,34712.58,30.6,0.453,2,6,4,0
0.507,0.295,0.197,1,0.345,1,4,0.318,50.7,2,2,26,28,1,24461.19,51.1,0.435,2,6,4,1
0.922,0.072,0.006,1,0.927,4,1,0.833,92.2,0,5,62,9,1,41098.59,17.8,0.811,0,1,1,3
0.388,0.492,0.12,1,0.39,1,4,0.331,38.8,1,3,21,66,0,30930.25,38.1,0.346,3,6,1,0
0.698,0.0,0.369,0,0.715,3,2,0.617,69.8,5,1,5,12,1,30139.61,39.7,0.648,1,3,7,0
0.902,0.075,0.023,1,0.971,4,1,0.828,90.2,0,6,62,13,1,43932.3,12.1,0.783,0,1,0,3
0.864,0.128,0.008,1,0.868,4,1,0.762,86.4,0,9,100,61,1,49675.34,0.6,0.834,0,2,2,3
0.94,0.058,0.002,1,0.803,4,1,0.654,94.0,0,8,82,56,1,35408.25,29.2,0.757,0,3,2,3
0.357,0.444,0.199,1,0.398,1,4,0.365,35.7,2,3,30,16,1,20243.67,59.5,0.428,3,6,3,1
0.941,0.054,0.006,1,0.774,3,2,0.75,94.1,0,9,94,31,1,36750.08,26.5,0.794,0,2,1,3
0.284,0.173,0.543,1,0.37,1,4,0.304,28.4,8,1,14,60,0,14057.01,71.9,0.243,3,6,9,0
0.773,0.1,0.128,1,0.579,2,3,0.543,77.3,1,11,100,45,1,16763.37,66.5,0.761,1,4,1,3
0.387,0.481,0.132,0,0.212,1,4,0.173,38.7,1,1,22,18,1,31756.04,36.5,0.422,3,8,2,0
0.284,0.235,0.481,0,0.421,2,3,0.365,28.4,7,2,11,74,0,7622.12,84.8,0.272,3,6,7,0
0.368,0.129,0.502,0,0.522,2,3,0.46,36.8,7,4,56,11,1,16313.03,67.4,0.24,3,5,7,0
0.849,0.115,0.036,1,0.974,4,1,0.849,84.9,0,4,56,26,1,49695.35,0.6,0.75,0,1,1,3
0.151,0.202,0.646,0,0.259,1,4,0.214,15.1,9,2,20,15,1,14086.58,71.8,0.0,4,7,11,0
0.975,0.004,0.021,1,0.976,4,1,0.883,97.5,0,8,75,26,1,20729.7,58.5,0.801,0,1,1,3
0.55,0.142,0.309,0,0.676,3,2,0.615,55.0,4,4,56,55,0,31714.39,36.6,0.356,2,3,6,0
0.177,0.078,0.745,0,0.317,1,4,0.274,17.7,11,0,3,42,0,19223.66,61.6,0.104,4,7,11,0
0.842,0.129,0.029,1,0.665,3,2,0.533,84.2,0,5,66,18,1,11164.19,77.7,0.941,0,4,0,3
0.843,0.152,0.005,1,0.849,4,1,0.81,84.3,0,13,100,86,1,41498.36,17.0,0.711,0,1,1,3
0.328,0.511,0.161,1,0.486,2,3,0.417,32.8,2,1,0,70,0,27096.37,45.8,0.415,3,5,3,1
0.345,0.405,0.25,0,0.205,1,4,0.174,34.5,3,1,28,47,0,13130.07,73.7,0.372,3,8,5,0
0.543,0.206,0.251,0,0.454,2,3,0.454,54.3,3,0,4,56,0,17516.3,65.0,0.421,2,5,4,0
0.561,0.117,0.322,1,0.759,3,2,0.729,56.1,4,4,55,37,0,32643.62,34.7,0.653,2,2,6,1
0.584,0.294,0.123,0,0.43,2,3,0.426,58.4,1,4,30,66,0,24864.96,50.3,0.51,2,5,1,0
0.807,0.073,0.12,1,0.673,3,2,0.595,80.7,1,13,100,28,1,24989.89,50.0,0.897,0,4,1,3
0.489,0.351,0.16,0,0.405,2,3,0.354,48.9,2,3,31,48,0,33696.3,32.6,0.31,2,6,4,0
0.259,0.382,0.359,1,0.405,2,3,0.326,25.9,5,2,32,32,0,14039.52,71.9,0.263,3,6,6,0
0.915,0.044,0.041,1,1.0,5,0,0.86,91.5,0,10,100,21,1,17179.37,65.6,0.948,0,1,2,3
0.723,0.141,0.136,1,0.879,4,1,0.773,72.3,2,13,100,61,1,33553.08,32.9,0.808,1,2,4,2
0.433,0.32,0.246,1,0.442,2,3,0.44,43.3,3,4,49,78,0,14346.15,71.3,0.381,2,5,3,1
0.78,0.081,0.139,1,0.778,3,2,0.76,78.0,2,10,92,89,1,25825.53,48.3,0.658,1,2,2,3
0.784,0.179,0.037,1,0.83,4,1,0.821,78.4,0,3,40,66,1,23866.96,52.3,0.703,1,1,2,2
0.543,0.129,0.328,1,0.734,3,2,0.596,54.3,4,2,11,60,0,15614.25,68.8,0.615,2,4,6,1
0.725,0.142,0.133,1,0.868,4,1,0.748,72.5,1,10,100,51,1,28399.37,43.2,0.684,1,2,2,2
0.712,0.168,0.121,1,0.554,2,3,0.531,71.2,1,13,100,82,1,13661.77,72.7,0.772,1,4,3,2
0.934,0.036,0.03,1,0.811,4,1,0.685,93.4,0,9,98,13,1,29486.83,41.0,0.968,0,3,1,3
0.533,0.182,0.285,0,0.334,1,4,0.329,53.3,4,3,31,30,1,15701.87,68.6,0.354,2,6,5,0
0.948,0.036,0.016,1,1.0,5,0,0.954,94.8,0,12,100,17,1,45747.92,8.5,0.935,0,0,2,3
0.361,0.485,0.154,1,0.324,1,4,0.269,36.1,2,4,48,44,0,10086.06,79.8,0.436,3,7,4,1
0.579,0.065,0.356,1,0.481,2,3,0.468,57.9,5,4,59,24,1,31644.07,36.7,0.536,2,5,5,2
0.045,0.356,0.598,0,0.031,0,5,0.027,4.5,8,4,39,68,0,16803.19,66.4,0.0,4,9,10,0
0.637,0.255,0.108,0,0.799,3,2,0.742,63.7,1,0,18,33,0,31565.45,36.9,0.705,1,2,3,0
0.85,0.034,0.116,1,0.858,4,1,0.843,85.0,1,11,100,30,1,17580.31,64.8,0.732,0,1,3,2
0.562,0.326,0.112,1,0.649,3,2,0.567,56.2,1,3,26,23,1,30829.77,38.3,0.459,2,4,2,2
0.68,0.113,0.208,0,0.792,3,2,0.745,68.0,3,0,0,12,1,25201.56,49.6,0.63,1,2,5,0
0.849,0.137,0.014,1,0.698,3,2,0.664,84.9,0,3,24,37,1,22646.47,54.7,0.844,0,3,1,2
0.621,0.175,0.205,1,0.434,2,3,0.395,62.1,3,1,23,37,0,31833.53,36.3,0.591,1,6,3,1
0.379,0.056,0.565,0,0.319,1,4,0.272,37.9,8,4,37,79,0,11905.71,76.2,0.427,3,7,9,0
0.693,0.115,0.191,0,0.889,4,1,0.735,69.3,2,1,13,32,0,22794.87,54.4,0.494,1,2,4,0
0.166,0.139,0.695,0,0.139,0,5,0.127,16.6,10,3,25,87,0,12046.28,75.9,0.046,4,8,12,0
0.34,0.548,0.112,0,0.212,1,4,0.197,34.0,1,0,0,9,1,18565.28,62.9,0.147,3,8,3,0
0.807,0.171,0.022,1,0.654,3,2,0.578,80.7,0,7,71,11,1,27218.64,45.6,0.891,0,4,2,2
0.728,0.134,0.138,1,0.81,4,1,0.716,72.8,2,11,100,51,1,28030.17,43.9,0.636,1,2,3,3
0.145,0.323,0.532,0,0.118,0,5,0.105,14.5,7,4,41,18,1,18899.63,62.2,0.106,4,8,8,0
0.028,0.669,0.304,1,0.0,0,5,0.0,2.8,4,2,34,70,0,14142.52,71.7,0.0,4,10,5,0
0.321,0.521,0.157,0,0.234,1,4,0.219,32.1,2,0,19,42,0,22720.54,54.6,0.398,3,7,2,0
0.93,0.036,0.034,1,0.98,4,1,0.906,93.0,0,5,67,75,1,28512.38,43.0,0.863,0,0,0,3
0.144,0.524,0.332,1,0.0,0,5,0.0,14.4,4,4,46,74,0,10763.46,78.5,0.0,4,10,5,0
0.175,0.121,0.703,0,0.218,1,4,0.183,17.5,10,4,52,40,0,11765.81,76.5,0.01,4,8,11,0
0.34,0.527,0.133,1,0.493,2,3,0.486,34.0,1,3,21,29,1,11720.9,76.6,0.377,3,5,2,1
0.265,0.209,0.526,1,0.343,1,4,0.34,26.5,7,1,18,39,0,11394.8,77.2,0.279,3,6,7,0
0.382,0.442,0.175,0,0.445,2,3,0.445,38.2,2,0,-9,66,0,27310.3,45.4,0.475,3,5,3,0
0.698,0.043,0.258,1,0.558,2,3,0.521,69.8,3,0,-3,36,0,17216.5,65.6,0.537,1,4,5,1
0.584,0.262,0.154,0,0.539,2,3,0.48,58.4,2,4,40,25,1,34118.44,31.8,0.391,2,5,3,0
0.958,0.041,0.002,1,1.0,5,0,0.984,95.8,0,3,29,13,1,16570.36,66.9,0.926,0,0,1,3
0.881,0.085,0.034,1,0.721,3,2,0.596,88.1,0,12,100,62,1,42788.87,14.4,0.864,0,4,1,3
0.702,0.244,0.054,1,0.787,3,2,0.655,70.2,0,5,51,61,1,27104.11,45.8,0.515,1,3,1,2
0.738,0.115,0.147,1,0.814,4,1,0.717,73.8,2,13,100,16,1,29089.63,41.8,0.559,1,2,3,3
0.658,0.227,0.116,1,0.777,3,2,0.695,65.8,1,13,100,21,1,34143.34,31.7,0.749,1,3,3,2
0.686,0.008,0.307,0,0.766,3,2,0.616,68.6,4,4,34,12,1,22516.67,55.0,0.757,1,3,6,0
0.348,0.464,0.188,1,0.323,1,4,0.289,34.8,2,3,46,16,1,25098.21,49.8,0.356,3,7,3,1
0.372,0.0,0.775,1,0.55,2,3,0.53,37.2,11,2,20,79,0,14008.19,72.0,0.213,3,4,11,0
0.87,0.086,0.043,1,0.708,3,2,0.613,87.0,0,8,78,25,1,44323.55,11.4,0.689,0,3,2,3
0.278,0.112,0.61,0,0.228,1,4,0.192,27.8,9,2,15,43,0,7079.02,85.8,0.224,3,8,9,0
0.594,0.145,0.261,0,0.518,2,3,0.514,59.4,3,0,-10,28,1,25595.18,48.8,0.507,2,4,3,0
0.778,0.179,0.043,1,0.639,3,2,0.558,77.8,0,13,100,75,1,10991.53,78.0,0.66,1,4,0,3
0.763,0.196,0.041,1,0.767,3,2,0.662,76.3,0,4,33,78,1,28334.01,43.3,0.785,1,3,0,2
0.87,0.122,0.008,1,1.0,5,0,0.857,87.0,0,9,80,81,1,20173.84,59.7,0.942,0,1,2,3
0.955,0.023,0.022,1,0.967,4,1,0.948,95.5,0,8,76,75,1,48369.07,3.3,0.848,0,0,1,3
0.755,0.245,0.0,1,0.954,4,1,0.819,75.5,0,9,84,73,1,25108.17,49.8,0.689,1,1,1,3
0.653,0.231,0.115,1,0.561,2,3,0.554,65.3,1,6,65,12,1,21313.87,57.4,0.464,1,4,2,2
0.647,0.073,0.28,1,0.83,4,1,0.771,64.7,4,0,3,29,1,20082.75,59.8,0.588,1,2,6,2
0.688,0.201,0.111,1,0.553,2,3,0.506,68.8,1,6,53,63,1,17371.41,65.3,0.747,1,4,1,2
0.714,0.268,0.018,1,0.845,4,1,0.767,71.4,0,5,62,32,1,25407.42,49.2,0.549,1,2,1,3
0.873,0.104,0.023,1,0.958,4,1,0.946,87.3,0,9,100,24,1,41410.9,17.2,0.88,0,0,1,3
0.834,0.133,0.033,1,0.655,3,2,0.627,83.4,0,13,100,63,1,29559.14,40.9,0.914,0,3,0,3
0.781,0.14,0.079,1,0.582,2,3,0.498,78.1,1,10,100,71,1,32696.66,34.6,0.775,1,5,1,3
0.89,0.082,0.028,1,0.691,3,2,0.604,89.0,0,4,34,10,1,31765.94,36.5,0.781,0,3,1,3
0.67,0.214,0.116,1,0.675,3,2,0.623,67.0,1,1,15,79,0,31134.05,37.7,0.505,1,3,2,3
0.94,0.049,0.01,1,0.903,4,1,0.782,94.0,0,7,81,40,1,35449.2,29.1,0.752,0,2,0,3
0.699,0.0,0.386,1,0.823,4,1,0.695,69.9,5,3,34,71,0,20282.92,59.4,0.704,1,3,5,2
0.886,0.067,0.047,1,0.859,4,1,0.846,88.6,0,14,100,50,1,30013.81,40.0,0.974,0,1,1,3
0.352,0.0,0.748,0,0.357,1,4,0.332,35.2,11,3,40,25,1,9874.81,80.3,0.432,3,6,12,0
0.85,0.134,0.016,1,0.901,4,1,0.858,85.0,0,3,39,64,1,48681.88,2.6,0.654,0,1,1,3
0.376,0.52,0.104,0,0.245,1,4,0.197,37.6,1,3,31,32,0,15550.9,68.9,0.327,3,8,1,0
0.219,0.125,0.656,0,0.393,1,4,0.376,21.9,9,3,22,52,0,11868.11,76.3,0.171,3,6,10,0
0.3,0.133,0.567,0,0.275,1,4,0.273,30.0,8,3,33,35,0,9834.83,80.3,0.377,3,7,8,0
0.611,0.381,0.007,1,0.663,3,2,0.608,61.1,0,5,41,60,1,30898.43,38.2,0.66,1,3,1,2
0.393,0.0,0.78,0,0.591,2,3,0.563,39.3,11,1,17,44,0,19907.04,60.2,0.34,3,4,12,0
0.814,0.181,0.004,1,0.878,4,1,0.748,81.4,0,3,20,39,1,18586.46,62.8,0.699,0,2,1,3
0.879,0.076,0.045,1,1.0,5,0,0.982,87.9,0,9,100,82,1,18319.14,63.4,0.942,0,0,2,2
0.859,0.123,0.019,1,0.7,3,2,0.686,85.9,0,8,74,11,1,47209.19,5.6,0.9,0,3,1,3
0.983,0.013,0.004,1,1.0,5,0,0.909,98.3,0,7,76,48,1,39423.11,21.2,0.793,0,0,1,3
0.182,0.442,0.375,0,0.108,0,5,0.096,18.2,5,1,22,30,1,16834.38,66.3,0.004,4,9,7,0
0.884,0.105,0.011,0,0.747,3,2,0.693,88.4,0,4,45,20,1,13992.72,72.0,0.828,0,3,0,1
0.612,0.01,0.378,1,0.801,4,1,0.649,61.2,5,2,32,82,0,32445.01,35.1,0.444,1,3,5,2
0.826,0.161,0.013,1,0.898,4,1,0.895,82.6,0,5,43,21,1,21686.84,56.6,0.778,0,1,2,3
0.848,0.116,0.035,1,0.88,4,1,0.877,84.8,0,14,100,48,1,20077.22,59.8,0.906,0,1,2,3
0.022,0.219,0.759,0,0.071,0,5,0.065,2.2,11,3,27,50,0,11510.17,77.0,0.115,4,9,11,0
0.334,0.273,0.393,1,0.139,0,5,0.131,33.4,5,3,35,67,0,16934.69,66.1,0.347,3,8,6,0
0.354,0.276,0.37,0,0.464,2,3,0.43,35.4,5,4,46,47,0,8552.27,82.9,0.342,3,5,5,0
0.921,0.066,0.013,1,1.0,5,0,0.833,92.1,0,9,91,85,1,38323.18,23.4,0.922,0,1,0,3
